"item_id","item_name","description","tooltip_desc","image1","image2","price","category_id","cat_also","cat_third","char_class","special","game_name","game_stack","game_color","game_type","spawn_text","rank","sold","date_created"
"509","Bracers of Alchemical Devastation","The Bracers of Alchemical Devastation are the only armor slot item that allows a hit spell 35%.  With these bracers, you can trigger a Fireball spell attack 35% of your hits.

Weight: 2 Stones
Hit Fireball 35%
Mana Regeneration 4
Faster Cast Recovery 3
Physical Resist 10%
Fire Resist 8%
Cold Resist 8%
Poison Resist 8%
Energy Resist 8%
Mage Armor
Strength Requirement 55
Durability: 255 / 255","Weight: 2 Stones
Hit Fireball 35%
Mana Regeneration 4
Faster Cast Recovery 3
Physical Resist 10%
Fire Resist 8%
Cold Resist 8%
Poison Resist 8%
Energy Resist 8%
Mage Armor
Strength Requirement 55
Durability: 255 / 255","bracers-of-alchemical-devastation.png","bracers-of-alchemical-devastation.png","6.99","15","40","0",,"0",,"0","1",,,"21","0","2018-03-18"
"510","Crown of Tal'keesh","This item is a replica of what is a highly sought after EM bandana.   It has the same properties as the hat of the magi.

Weight: 1 Stone
+20 Swordsmanship
Dexterity Bonus 8
Night Sight
Hit Chance Increase 15%
Physical Resist 2%
Fire Resist 6%
Cold Resist 9%
Poison Resist 7%
Energy Resist 23%
Strength Requirement 10
Durability: 255 / 255","Weight: 1 Stone
+20 Swordsmanship
Dexterity Bonus 8
Night Sight
Hit Chance Increase 15%
Physical Resist 2%
Fire Resist 6%
Cold Resist 9%
Poison Resist 7%
Energy Resist 23%
Strength Requirement 10
Durability: 255 / 255","crown-of-talkeesh.png","crown-of-talkeesh.png","2.39","15","32","0","thief","0",,"0","1",,"Randomly drops from Rikktor champion spawn. ","1","0","2018-03-22"
"511","Crown of Arcane Temperament","The Ultima Online crown of arcane temperament is a rare artifact that is somewhat easy to obtain in the Stygian Abyss Dungeon, but even easier to get when you buy from UOking. 
Weight: 10 Stones
Artifact Rarity 5
Casting Focus 2%
Mana Increase 8
Mana Regeneration 3
Spell Damage Increase 8%
Lower Mana Cost 6%
Physical Resist 10%
Fire Resist 14%
Cold Resist 4%
Poison Resist 12%
Energy Resist 7%
Strength Requirement 10
Durability: 255 / 255","Weight: 10 Stones
Artifact Rarity 5
Casting Focus 2%
Mana Increase 8
Mana Regeneration 3
Spell Damage Increase 8%
Lower Mana Cost 6%
Physical Resist 10%
Fire Resist 14%
Cold Resist 4%
Poison Resist 12%
Energy Resist 7%
Strength Requirement 10
Durability: 255 / 255","crown-of-arcane-temperament.png","crown-of-arcane-temperament.png","2.99","15","32","0","mage","0",,"0","1",,"Stolen from the Stygian Abyss Dungeon near the clan ribbon spawn.","1","0","2018-03-22"
"512","Sampire Feudal Lord","This Sampire suit is the upgraded feudal lord version which has higher stats, resists, swing speed than the original.  It also comes with a cameo super slayer which is extremely rare and valuable to have. <strong>Please allow up to 24hours delivery for this suit because of the amount of work involved.</strong>

Stats for Suit with All Artifacts Equipped 
Factoring Weapon Mastery 3 
No Weapon Equipped
75/75/74/75/80 Refined and With Vampiric Embrace 
7+ Hit Point Regeneration 
7 Mana Regeneration 
3 Stamina Regeneration 
32+ Mana Increase 
33+ Stamina Increase 
25 Hit Point Increase 
50% Lower Mana Cost 
100% Damage Increase 
30% Hit Lower Defense On Suit
30% Swing Speed Increase (35 with town buff)
45% Hit Chance Increase 
20% Defense Chance Increase (Refined Cap) 
8% Spell Damage Increase 
25+ Strength Bonus
5 Intelligence Bonus 
25+ Dexterity Bonus 
+30 Skill of your Choice

Artifacts Used & Included:
Feudal Grips
Corgul's Enchanted Sash (requires high seas)
Plate Helm Bearing Blackthorn's Crest (Mace & Shield Glasses)
Hawkwind Robe (requires time of legends expansion)
Rangers Cloak of Augmentation 
Leather Belt Bearing Blackthorn's Crest (Crimson Cincture)
Shantys Waders (requires time of legends expansion)
Enchantress Cameo (Random Slayer) (requires time of legends expansion)","Stats for Suit with All Artifacts Equipped 
Factoring Weapon Mastery 3 
No Weapon Equipped
75/75/74/75/80 Refined and With Vampiric Embrace 
7 Mana Regeneration 
7+ Hit Point Regeneration 
3 Stamina Regeneration 
32+ Mana Increase 
33+ Stamina Increase 
25 Hit Point Increase 
50% Lower Mana Cost 
100% Damage Increase 
30% Hit Lower Defense On Suit
30% Swing Speed Increase (35 with town buff)
45% Hit Chance Increase 
20% Defense Chance Increase (Refined Cap) 
8% Spell Damage Increase 
25+ Strength Bonus
5 Intelligence Bonus 
25+ Dexterity Bonus 
+30 Skill of your Choice

Artifacts Used 
Feudal Grips
Hawkwind Robe 
Rangers Cloak of Augmentation 
Leather Belt Bearing Blackthorn's Crest (Crimson Cincture)
Shantys Waders
Enchantress Cameo (Random Slayer)","feudal-suit.png","feudal-suit.png","114.99","7","0","0","melee, ranged","0",,"0","1",,,"3","0","2018-02-26"
"513","Stormgrip","The stormgrip is an artifact glove drop meant for melee and ranged warriors.  This stormgrip drop comes from Doom bosses and is one of the only armor pieces with 25 damage increase or better.

Weight: 2 Stones
Intelligence Bonus 8
Luck 125
Damage Increase 25%
Physical Resist 10%
Fire Resist 4%
Cold Resist 18%
Poison Resist 3%
Energy Resist 18%
Strength Requirement 10
Durability: 255 / 255","Weight: 2 Stones
Intelligence Bonus 8
Luck 125
Damage Increase 25%
Physical Resist 10%
Fire Resist 4%
Cold Resist 18%
Poison Resist 3%
Energy Resist 18%
Strength Requirement 10
Durability: 255 / 255","stormgrip.png","stormgrip.png","1.99","15","38","0","melee, ranged","0",,"0","1",,"Old drop from Doom Gauntlet. ","17","0","2018-03-18"
"514","Seed Box","The Ultima Online seed box is an Ultima Online veteran reward given to those who's account age is old enough. Ultima Online seed boxes can store many seeds and produce them weekly.","Vet Reward","seed-box.png","seed-box.png","49.99","26","0","0",,"0",,"0","1",,,"0","0","2019-12-02"
"515","Personal Attendant Token","The personal attendant token has the power to summon 4 different NPC's capable of marvelous wonders. This Ultima Online personal attendant can work as a news herald or even a gamblers dice game.",,"token.gif","token.gif","14.99","10","0","0",,"0",,"0","1",,NULL,"10","0","2018-03-13"
"516","Tokuno Dye Token","The tokuno dye token is able to dye items with the classic rare colors from original Ultima Online. This is one of the only ways to ever get another tokuno color dye.",,"token.gif","token.gif","9.99","10","0","0",,"0",,"0","1",,,"10","0","2018-03-13"
"517","Archer PvM Stamina Suit","This archer suit is amazing for someone looking for a <strong>PvM Archer</strong>.  Our suits can take up to 24 hours for delivery during busy times. We hook players up with amazing suits for their characters so give this one a try! Purchase with a set of bows for the best results.


Total Stats Without Weapon
75/75/74/75/75 (Refined) 
11 Mana Regeneration 
5 Hit Point Regeneration 
6 Stamina Regeneration 
10 Hit Point Increase
32 Mana Increase 
64 Stamina Increase 
100% Damage Increase 
30% Swing Speed Increase 
45% Hit Chance Increase  (with archery mastery)
30% Hit Lower Defense
29 Strength Bonus 
21 Intelligence Bonus 
26 Dexterity Bonus 


Suggested Template 
120 Archery 
120 Tactics 
120 Anatomy 
80 Bushido 
100 Resist 
100 Healing 
120 Chivalry 

Suggested Bow Build 
Swing Speed Increase 30% 
Super Slayer 
Hit Mana Leech 37% 
Hit Stamina Leech 50%
Hit Lower Defense 50% 

Artifacts Used:
Obi Belt
Ranger Cloak 
Enchantress Cameo Trinket
LT Sash (doublet)
Shanty Waders 
Feudal Grips
Hawkwind's Robe
Plate Helm Mace & Shield Glasses
2 10 stam legendaries
4 Dex reforged base
5 HCI reforged base
5 stam/8 Int/10 ssi base jewel
5 stam/8 dex/10 ssi base jewel
","Total Stats Without Weapon
75/75/74/75/75 (Refined) 
11 Mana Regeneration 
5 Hit Point Regeneration 
6 Stamina Regeneration 
10 Hit Point Increase
32 Mana Increase 
64 Stamina Increase 
100% Damage Increase 
30% Swing Speed Increase 
45% Hit Chance Increase  (with archery mastery)
30% Hit Lower Defense
29 Strength Bonus 
21 Intelligence Bonus 
26 Dexterity Bonus 


Suggested Template 
120 Archery 
120 Tactics 
120 Anatomy 
80 Bushido 
100 Resist 
100 Healing 
120 Chivalry 

Suggested Bow Build 
Swing Speed Increase 30% 
Super Slayer 
Hit Mana Leech 37% 
Hit Stamina Leech 50%
Hit Lower Defense 50% 

Artifacts Used:
Obi Belt
Ranger Cloak 
Enchantress Cameo Trinket
LT Sash (doublet)
Shanty Waders 
Feudal Grips
Hawkwind's Robe
Plate Helm Mace & Shield Glasses
2 10 stam legendaries
4 Dex reforged base
5 HCI reforged base
","archer-suit.png","archer-suit.png","139.99","7","0","0","ranged","0",,"0","1",,,"6","0","2018-02-26"
"518","Void Mare 3 Slot Untrained","This is a very rare 3 slot spawn of the darkest void hue possible.  These UO void mares do not spawn often and are extremely hard to get with only 2 slots.  Players have begun to transfer over from nightmares to void mares because of the cool look.","New Hue Nightmare
3 Slot  ","voidmare.png","voidmare.png","4.99","2","0","0","tamer","0",,"0","1",,,"0","0","2024-11-04"
"520","Slim The Fence's Little Black Book","The little black book from slim the fence is a rare item drop you hardly ever get during trade runs abandoned and fenced to slim.
 ","Little Black Book","slims-the-fence.png","slims-the-fence.png","3.99","19","0","0",,"0",,"0","1",,NULL,"0","0","2020-02-11"
"521","Reindeer Mask","The reindeer mask is a old Christmas related item from Ultima Online's past.  It is now considered a rare item to obtain one.
 ","Reindeer Mask","reindeer-mask.png","reindeer-mask.png","5.99","19","0","0",,"0",,"0","1",,NULL,"0","0","2020-02-11"
"522","Forged Artwork From Lord Blackthorn's Collection","The Forged Artwork From Lord Blackthorn's Collection is a very rare drop from trade run turn-ins and can sell for quite a bit of gold.  Some players collect items with this golden blaze color because they only exist on special items. ","Forged Artwork","forged-artwork-from-lord-blackthorn.png","forged-artwork-from-lord-blackthorn.png","6.99","19","0","0",,"0",,"0","1",,NULL,"0","0","2020-02-11"
"523","Large House 14 to 17","These houses are found with the size of 14x14 to 17x17 and can vary.  ","A Big Home","18x18plot.png","18x18plot.png","89.99","5","0","0",,"0",,"0","1",,,"2","0","2018-02-25"
"524","Coconut Crab Mount","This coconut crab mount comes from the official in-game UO store at the cost of 1000 sovereigns. ","Coconut Crab Statuette","coconut-crab.png","coconut-crab.png","10.99","9","0","0",,"0",,"0","1",,"In-Game Store Item","3","0","2018-03-08"
"525","Ethereal War Boar","The ethereal war boar is the newest released veteran reward mount.  There is currently a high price on this ethereal because of how few there are available.  Until some time passes and more players are able to claim the war boar it will remain one of the most expensive mounts in Ultima Online.","New Veteran Mount War Boar","ethereal-war-boar.png","ethereal-war-boar.png","36.99","9","0","0",,"0",,"0","1",,"Veteran Reward Choice ","3","0","2018-03-08"
"526","Eowmu Mount","A eowmu is a new mount released by Ultima Online in recent patches. This comes in statue form and can be double clicked to summon the eowmu.","An Eowmu Mount","eowmu.png","eowmu.png","11.99","9","0","0",,"0",,"0","1",,"In-Game Store Item","3","0","2018-03-08"
"527","Lasher Mount","Starting Slots:	
1 Control Slots at Spawn

Max Trainable Slots:	
Trainable to 3 Control Slots

Spawn Intensity Range:	
2514 - 2666 Intensity

Spawn Intensity Spread:	
152 Intensity

Half Stat on Tame:	
No",,"lasher.png","lasher.png","19.99","9","0","0",,"0",,"0","1",,"In-Game Store Item","3","0","2018-03-08"
"528","Recipe Gloves of Feudal Grip","This recipe for the gloves of feudal grips is the only way to craft the new warrior gloves. With a little bit of dark father blood and a pair of nobility gloves, you can forge the feudal grips.","Doom Recipe","recipe.png","recipe.png","9.99","39","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-07"
"529","Recipe Cuffs of the Archmage","This recipe for the cuffs of the archmage is the only way to craft the new mage sleeves. With a little bit of dark father blood and a pair of midnight bracers, you can forge the cuffs.","Doom Recipe","recipe.png","recipe.png","9.99","39","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-07"
"530","Recipe Mage's Hood of Scholarly Insight","This recipe for the mages hood of scholarly insight is the only way to craft the new wizard hood. With a little bit of dark father blood and a pair of scholar's halo, you can forge the hood.","Doom Recipe","recipe.png","recipe.png","29.99","39","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-05-07"
"531","Recipe Cowl of the Mace and Shield","This recipe for the cowl of the mace and shield is the only way to craft the new warrior glasses. With a little bit of dark father blood and a pair of mace and shield glasses, you can forge the cowl.","Recipe","recipe.png","recipe.png","19.99","39","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-07"
"532","Recipe Elegant Collar of Fortune","This recipe for the Elegant Collar of Fortune is the only way to craft the new neck piece. With a little bit of dark father blood and a leurocian's mempo of fortune, you can forge the collar.","Recipe","recipe.png","recipe.png","19.99","39","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-07"
"533","Metallic Leather Dye Tub","The Metallic Leather Dye Tub includes some eye catching colors that will have everyone doing a double take when they see you. This dye tub is a 5th-year veteran reward that allows special colored dying of leather clothing.  This dye tub can be used by anyone after being claimed in the veteran rewards. This metallic coloring is considered rare among most players in Ultima Online. ","5th Year Veteran Reward","dye-tub.png","dye-tub.png","39.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"534","Metallic Dye Tub","An Ultima Online metallic dye tub is capable of dying Chainmail Armor, Ringmail Armor, Platemail Armor, and Shields available in the Ultima Online game. The Metallic Dye Tub Tub is a 5th-year veteran reward that allows special colored dying of metal armor.  This dye tub can be used by anyone after being claimed in the veteran rewards. This Ultima Online  metallic dye tub coloring is considered rare among most players in Ultima Online and looks awesome on all things dyable. ","5th Year Veteran Reward","dye-tub.png","dye-tub.png","28.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"535","Runebook Dye Tub","An Ultima Online Runebook dye tub is essential if you wish to color-code your runes and books. The Ultima Online Runebook Dye Tub is a 4th-year veteran reward that allows special colored dying of Runebooks.  This dye tub can be used by anyone after being claimed in the veteran rewards.  This tub works for both runic atlas's and the older Runebooks.","4th Year Veteran Reward","runebook-dye-tub.png","runebook-dye-tub.png","19.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"536","Reward Statue Dye Tub","The Reward Statue Dye Tub is a 4th-year veteran reward that allows special colored dying of reward statues.  Capable of dying animal and monster statues special colors, Ultima Online's reward statue dye tub is a must-have for anyone involved in house decorations. This dye tub can be used by anyone after being claimed in the veteran rewards. This metallic coloring is considered rare among most players in Ultima Online. ","4th Year Veteran Reward","runebook-dye-tub.png","runebook-dye-tub.png","12.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"537","Black Dye Tub","The Black Dye Tub is a 1-year veteran reward that allows special colored dying of the jet black color.  Ultima Online's black dye tub remains the one and only way to dye things jet black in color.  This dye tub can be used by anyone after being claimed in the veteran rewards. This coloring is considered rare among most players in Ultima Online. Interestingly enough black dye was first introduced to Ultima Online by hackers!","1st Year Veteran Reward","black-dye-tub.png","black-dye-tub.png","5.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"538","Spell Focusing Sash","This spell focusing sash is meant to grant players the much needed 5% dci to complete most suits. This powerful Spell focusing sash was once originally obtained from an event, but now you can buy it here by adding to your cart! 

Spell Focusing 
Brittle 
Mana Increase 1
Defense Chance Increase 5%
Strength Requirement 10
Durability 255 / 255","Spell Focusing 
Brittle 
Mana Increase 1
Defense Chance Increase 5%
Strength Requirement 10
Durability 255 / 255","corgulsash.png","corgulsash.png","2.99","15","42","0",,"0",,"0","1",,,"16","0","2018-03-18"
"539","Cloak of Power","Ultima Online Cloak of power is an Elven cloak that can only be found when completing certain events wen looking for one in game.  The Ultima Online cloak of power is a 6 stat bonus added to your character. This Ultima Online cloak of power is great for hitting the final needed stats on your suit.  This is a very affordable cloak for adding some extra stats on a beginner suit. Another hard to gain item is the Hunter's Headdress which is a deermask from Doom dungeon drops that we also offer on our site. This item is also a one out of one-thousand drop rate. Feel free to order one and hit up live that to meet in game fast on all shards.
Weight: 2 Stones
Strength Bonus 2
Dexterity Bonus 2
Intelligence Bonus 2
Strength Requirement 10","Weight: 2 Stones
Strength Bonus 2
Dexterity Bonus 2
Intelligence Bonus 2
Strength Requirement 10","cloakofsilence.png","cloakofsilence.png","1.49","15","30","0",,"0",,"0","1",,NULL,"13","0","2019-11-06"
"540","White Cloth Dye Tub","A white cloth dye tub from Ultima Online has become increasingly rarer due to the changes made to falling houses. The white cloth dye tub is an older existing dye tub that was released before veteran rewards. This tub can dye anything made of cloth white. UO white cloth dye tubs for sale are what we provide to our customers.","White Dying Tub","white-dye-tub.png","white-dye-tub.png","4.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"541","White Leather Dye Tub"," The Ultima Online white leather dye tub was a 13 year anniversary item and is the only way to freely dye leather armor pure white without ever running out of uses. Many players love the look of pure white so these tubs come in handy.  The Ultima Online white leather dye tub is an older existing dye tub that was released before veteran rewards. This tub can dye anything made of leather white, and is a commonly like color among UO players.","White Leather Dying Tub","white-dye-tub.png","white-dye-tub.png","6.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"542","Secret Chest","The secret chest is a very rare clickable chest with twice the storage capacity as the backpack. storage area and can be locked with a 5 digit secret code.  This chest container is amazing for any Ultima Online house storage. An Ultima Online secret chest can only be purchased from other players because it does not spawn.","Rare Container Chest","secret-chest.png","secret-chest.png","38.99","4","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-05-18"
"543","SDI Spellbook 40 Plus","This is an amazing book for any SDI mage to carry.  With a whopping 40-45% spell damage it is almost like holding two scrappers.

Blessed
Spell Damage Increase 40% - 45%
0 Spells","Blessed
Spell Damage Increase 40% - 45%
0 Spells","sdi-spellbook.png","sdi-spellbook.png","6.49","24","0","0","mage","0",,"0","1",NULL,,"0","0","2019-10-12"
"544","SDI Spellbook 45 Plus","This is a very rare invasion spellbook that is able to grant 45-49% spell damage increase when the book is equipped. 

Blessed
Spell Damage Increase 45% - 50%
0 Spells","Blessed
Spell Damage Increase 45% - 50%
0 Spells","sdi-spellbook-max.png","sdi-spellbook-max.png","14.99","24","0","0","mage","0",,"0","1",NULL,,"0","0","2019-10-12"
"545","Small Soul Forge","Imbue things from your house with a small soul forge. This soul forge is able to imbue items while only taking up 1 tile inside your house. The Ultima Online small soul forge is a very rare drop from killing the boss spawned by a special white fishing net.  When the boss dies there is a very rare chance it will drop a small soul forge. ","Cool looking imbuing forge.","small-soul-forge.png","small-soul-forge.png","39.99","14","4","0",,"0",,"0","1",,,"4","0","2019-02-03"
"546","Furniture Dye Tub","The Ultima Online furniture dye tub is just what the name suggests, a dye tub for dying furniture. Some players collect this so they have a entire collection of tubs.  Ultima Online's furniture dye tubs are the best and only way to colorize your house decorations to your liking. This is a veteran reward dye tub and can only be created from the veteran choices. Take control of the look and feel of your Ultima Online house. The furniture dye tub has all the same colors as the regular dying tubs, so all of your favorite colors are available on furniture too!","1st Year Veteran Reward","furniture-dye-tub.png","furniture-dye-tub.png","4.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-05-11"
"547","Leviathan Hide Bracers","The leviathan hide bracers are part of the high seas only expansion and can be a nice additional mage piece for someone not in need of more spell damage increase.  If you rather have spell damage then the cuffs of the archmage might be a better choice than these UO leviathan hide bracers.  UO leviathan hide bracers are considered a rare item drop in Ultima Online. 

Weight: 2 Stones
Requires: High Seas
Casting Focus 2%
Intelligence Bonus 6
Stamina Regeneration 2
Mana Regeneration 2
Lower Mana Cost 8%
Lower Reagent Cost 10%
Physical Resist 7%
Fire Resist 9%
Cold Resist 10%
Poison Resist 13%
Energy Resist 14%
Strength Requirement 20
Durability: 255 / 255","Weight: 2 Stones
Requires: High Seas
Casting Focus 2%
Intelligence Bonus 6
Stamina Regeneration 2
Mana Regeneration 2
Lower Mana Cost 8%
Lower Reagent Cost 10%
Physical Resist 7%
Fire Resist 9%
Cold Resist 10%
Poison Resist 13%
Energy Resist 14%
Strength Requirement 20
Durability: 255 / 255","leviathan-hide-bracers.png","leviathan-hide-bracers.png","1.99","15","40","0",,"0",,"0","1",,,"21","0","2018-03-18"
"548","SDI Spellbook 50 Max","This is a very rare invasion spellbook that is able to grant 50% spell damage increase when the book is equipped. 

Blessed
Mana Regeneration 3
Spell Damage Increase 50%
Faster Casting 1
Lower Reagent Cost 10%
0 Spells","Blessed
Mana Regeneration 3
Spell Damage Increase 50%
Faster Casting 1
Lower Reagent Cost 10%
0 Spells","sdi-spellbook-max.png","sdi-spellbook-max.png","59.99","24","0","0","mage","0",,"0","1",NULL,,"0","0","2019-10-12"
"549","Mastery Primer Animal Taming","The Mastery Primer for Animal Taming in Ultima Online is a special item that enhances a player's capabilities in taming and controlling animals. When a player reads this primer, they unlock the title of ""Beastmaster"" and gain access to unique abilities that significantly boost their tamed creatures' performance. These abilities include ""Empowerment,"" which increases the pet's damage output and spell damage after absorbing physical damage; ""Berserk,"" which enhances the pet's physical damage and reduces incoming damage as it takes hits; and ""Consume Damage,"" which boosts the pet's hit chance and regeneration based on the damage it absorbs. Additionally, the mastery provides two extra stable slots for the tamer, allowing them to house more pets. This item is essential for players who specialize in animal taming, providing them with advanced strategies to enhance their gameplay and manage their pets more effectivelyâ€‹

<strong>This mastery primer is only available on Atlantic shard at the moment. </strong> LEVEL 3 PRIMER It is ready for purchase and can be delivered to you.  The primers are shard bound so you cannot take it to another shard without consuming it first.  An animal taming primer unlocks wonderful buffs for sharing pet damage and buffing their attacks.",,"primer.png","primer.png","22.99","43","55","0",,"0",,"0","1",NULL,,"0","0","2020-07-18"
"550","Mastery Primer Swordsmanship","<strong>This mastery primer is only available on Atlantic shard at the moment. </strong>  LEVEL 3 PRIMER The swordsmanship mastery primer for Ultima Online is highly desired in today's gameplay.  Everyone wants to rock the warrior's gift buff you get from activating the mastery and having consumed a level 3 primer for that skill.","A Primer of Masteries","primer.png","primer.png","24.99","43","0","0",,"0",,"0","1",NULL,,"8","0","2020-07-18"
"551","Mastery Primer Parrying","<strong>This mastery primer is only available on Atlantic shard at the moment. </strong>  LEVEL 3 PRIMER The reason parrying primers are popular is because of the useful skills that can be used when it is activated. An Ultima Online parrying primer is the only way to unlock the special abilities associated with parrying.  These can only be used on characters who have the time of legends expansion. Make sure you are aware of the fact that these primers are shard bound and can only be consumed once.  After consuming the character learns these new abilities and add them to their masteries book.  Single clicking the masteries' book will allow you to turn on the parrying primer.","Parry Primer for Masteries","primer.png","primer.png","17.99","43","0","0",,"0",,"0","1",NULL,,"5","0","2020-07-19"
"552","Windrunner","This Windrunner comes as an actual pet that needs to be bonded and can be stored in the stables.  When dead it becomes a ghost and has to be resurrected before being able to ride it again.  They can be trained and upgraded as well to make for a wonderful companion.  The Ultima Online Windrunner will set you apart from other players and even act as a defense in battles. ",,"windrunner.png","windrunner.png","11.99","9","0","0",,"0",,"0","1",NULL,"In-Game Store Item","0","0","2020-07-21"
"555","Yew Runic Fletcher's Tool x10","The Yew Runic Fletcher's Tools were introduced with the Mondain's Legacy expansion. They can be acquired by completing any bowyer quest in Heartwood. There is an approximate 1 in 5,000 chance to receive a Yew tool in the Craftsman's Satchel.",,"yew-runic-fletcher-x10.png","yew-runic-fletcher-x10.png","4.25","46","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-03"
"556","Oak Runic Fletcher's Tool x10","This runic is great for reforging bows in the Ultima Online game. The secret town of Heartwood gives bowyer quests that give runic rewards such as this tool.  This oak fletcher's tool has a total of 45 charges;",,"oak-fletcher-runic-x10.png","oak-fletcher-runic-x10.png","7.49","46","0","0","crafter","0",,"0","1",NULL,NULL,"0","0","2020-08-03"
"557","Captured Essence x10"," This item is a rare ingredient used in crafting. It's used to craft the following Ultima Online items: Hovering Wisp, Stitcher's Mittens, Essence of Battle, Resilient Bracer, Darkwood Gauntlets.  These captured essence can only be obtained at Shimmering Effusion and Prism of Light.",,"captured-essence-x5.png","captured-essence-x5.png","2.99","14","0","0","crafter","0",,"0","1",NULL,,"0","0","2020-08-03"
"558","Taint x100","This peerless reagent is an ingredient for Ultima Online crafting and is used in certain recipes made by blacksmiths, tinkers, tailors and carpenters. All of these items are created with taint: 
Bramble Coat
Cold Forged Blade
Faerie Fire
Phantom Staff
Scrapper's Compendium 
Stitcher's Mittens 
Darkwood Crown 
Darkwood Pauldrons ","Ingredients","taint-x100.png","taint-x100.png","9.99","14","0","0","crafter","0",,"0","1",NULL,NULL,"0","0","2020-08-03"
"559","Lard of Paroxysmus x100","This rare ingredient is used for crafting artifacts and is used in certain recipes made by blacksmiths, tinkers, tailors and carpenters. The following items require Lard of paroxysmus: blight gripped longbow, Faerie fire, Sylvani's Feywood bow, and darkwood crown.","Ingredients","lard-of-paroxysmus-x10.png","lard-of-paroxysmus-x10.png","2.99","14","0","0","crafter","0",,"0","1",NULL,,"0","0","2020-08-03"
"560","Spell Woven Britches","Weight: 2 Stones
Elves Only
+10 Meditation
Intelligence Bonus 8
Spell Damage Increase 10%
Lower Mana Cost 10%
Physical Resist 2%
Fire Resist 15%
Cold Resist 2%
Poison Resist 16%
Energy Resist 4%
Strength Requirement 20
Durability: 255 / 255","Weight: 4 Stones
Casting Focus 4%
Hit Point Increase 5
Mana Increase 8
Mana Regeneration 2
Spell Damage Increase 8%
Lower Reagent Cost 15%
Physical Resist 5%
Fire Resist 13%
Cold Resist 12%
Poison Resist 8%
Energy Resist 14%
Strength Requirement 20
Durability: 255 / 255","spell-woven-britches.png","spell-woven-britches.png","1.99","36","0","0","mage","0",,"0","1",NULL,NULL,"0","0","2020-08-03"
"561","Ash Boards 20K","Ash boards are one of 7 boards you can obtain in Ultima Online. This item requires level 80 skills to harvest/ create boards out of ash wood. But there's no need in wasting time gathering all that wood when you can get it here at UOking. ",,"ash-boards-10k.png","ash-boards-10k.png","1.49","14","0","0","crafter","0",,"0","1",NULL,,"0","0","2020-08-03"
"562","Yew Boards 10K","Yew boards are used in special material bonuses. ","Yew wood chopped into boards.","yew-boards-10k.png","yew-boards-10k.png","1.49","14","0","0","crafter","0",,"0","1",NULL,"Trees","0","0","2020-08-03"
"563","Skeletal Cat","This is a really cool new official store item from UO. The skeletal cat is a 2 slot pet that can be trained up to 4 slot and bonded.","Bonded mount.","skeletal-cat.png","skeletal-cat.png","11.99","9","0","0",,"0",,"0","1",NULL,"In-Game store item. ","0","0","2020-08-03"
"564","Raised Garden Bed","Anyone with a green thumb knows they need raised garden beds to be a proper gardener. These garden beds come in the king's collection box but players of all account ages can use them. Using fertile dirt in your garden beds will give your plants a growth bonus.","House add-on","raised-garden-bed.png","raised-garden-bed.png","7.99","4","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-03"
"565","Fire Steed Untrained","The fire steed is a wonderful and powerful fire mount in Ultima Online.  Having magery on this steed makes for a fiece fighting pet.",,"fire-steed-untrained.png","fire-steed-untrained.png","6.99","2","0","0","tamer","0",,"0","1",NULL,,"0","0","2020-08-04"
"566","Skeletal Hangman","A cool add-on to give your house spooky vibes. It was a Halloween event item. ",,"skeletal-hangman.png","skeletal-hangman.png","59.99","44","0","0",,"0",,"0","1",NULL,"Old event item","0","0","2020-08-04"
"567","Rocks","This item is an animated water tile. The perfect addition if you want your home to be one with nature.",,"rocks.png","rocks.png","19.49","44","0","0",,"0",,"0","1",NULL,,"0","0","2020-08-04"
"568","Field of Blades","Ultima Online's field of blades is an animated house decoration for those looking to give their home a festive or unique look. This item is a High Seas Artifact, and is loot from Corgul the Soulbinder.",,"field-of-blades.png","field-of-blades.png","19.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"569","Dragon Head White","This item is a house add-on and became available through special events. The White Dragon Head is considered rare compared to the red one. ",,"dragon-head---white.png","dragon-head---white.png","9.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
